"Sentence";"Word"
"""Where is the W.C. situaded? We didn�t notice one in the house.""
""Oh, that is the only drawback. It is in the garden but it is very exclusive."" replied the agent. And so it was, being surrounded by a neat privet hedge with a little entrance gate, but it ";"bucket"
"An elderly couple who had retired from business were being shown over a country cottage by the local agent.";"to show over"
"An elderly couple who had retired from business were being shown over a country cottage by the local agent. Everything seemed to be just right, pleasant rooms, nicely decorated, well attended garden and the price seemed reasonable.";"well-attended"
"""I must tell you of one fault I do consider a little serious. There is a widening crack appearing in the central gangway towards the rear of the plane.""
(aircraft joke)";"rear"
"I�m afraid I must tell you all of one small thing that has cropped up. Those of you may care to look at it who are sitting on the starboard side. Look along the wing and you will see that the nearest engine to you is vibrating a little.
(aircraft joke)";"starboard"
"An American farmer, on a visit to England, was boasting about the wonders of agriculture in his country.";"to boast (about/of)"
"The family had been spending the day at the seaside. It was time to go home when the wife notied her husband anxiously searching the beach. ""What are you looking for?"" she called out.
""A piece of toffee"" he replied.
""We can�t waste time doing that"" she ";"seaside"
"""Where is the W.C. situaded? We didn�t notice one in the house.""
""Oh, that is the only drawback. It is in the garden but it is very exclusive."" replied the agent. And so it was, being surrounded by a neat privet hedge with a little entrance gate, but it ";"privet hedge"
"I�m afraid I must tell you all of one small thing that has cropped up. Those of you may care to look at it who are sitting on the starboard side. Look along the wing and you will see that the nearest engine to you is vibrating a little.(aircraft joke)";"to crop up"
"In a cinema a forward young man put his hand on a girl�s leg and she slapped it away; then he put it on her knee and she did not appear to mind so much this time, so he got bolder and moved his hand up her thigh and again she slapped it away.";"to slap"
"A husband looked up from the racing paper that he had been reading and then, glancing at the baby in its pram, said to his wife, ""Baby�s nose is running again.""
His wife gave a snort and then retorted, ""Don�t you ever think of anything except horse-racin";"snort"
"A man went to see his bank manager to ask for a loan. After he had taken particulars, the bank manager said: ""By rights I should refuse your request, but I will give you a sporting chance. Now, one of my eyes is made of glass. If you can tell me which one";"sporting chance"
""" On leaving off work at twelve o�clock on a Saturday, one of the workmen dropped his hammer and when he returned on Monday morning, it had just reached the ground.""";"to leave off"
"A husband looked up from the racing paper that he had been reading and then, glancing at the baby in its pram, said to his wife, ""Baby�s nose is running again.""
His wife gave a snort and then retorted, ""Don�t you ever think of anything except horse-racin";"pram"
"Well, the dinner proceeded as arranged, then came the toasts and in due course the Frenchman was called upon to say his few words of thanks.";"to call on/upon (to do sth)"
"In a cinema a forward young man put his hand on a girl�s leg and she slapped it away; then he put it on her knee and she did not appear to mind so much this time, so he got bolder and moved his hand up her thigh and again she slapped it away.";"thigh"
"In a cinema a forward young man put his hand on a girl�s leg and she slapped it away; then he put it on her knee and she did not appear to mind so much this time, so he got bolder and moved his hand up her thigh and again she slapped it away.";"forward"
"From a Swedish newspaper comes the story of a peasant who had to go into hospital for an operation. As soon as he arrived he was given a good bath. As he left the bathroom he remarked to the attendant. ""Well, it wasn�t as bad as I expected. I�ve been drea";"attendant"
"So the young man picked out a pretty girl, smiled and bowed and away they went dancing. They danced four dances then another young man came up.";"to come up"
"From a Swedish newspaper comes the story of a peasant who had to go into hospital for an operation. As soon as he arrived he was given a good bath. As he left the bathroom he remarked to the attendant. ""Well, it wasn�t as bad as I expected. I�ve been drea";"to dread"
"The family had been spending the day at the seaside. It was time to go home when the wife notied her husband anxiously searching the beach. ""What are you looking for?"" she called out.
""A piece of toffee"" he replied.
""We can�t waste time doing that"" she ";"toffee"
"""Many of you who are now, I�m sure, looking through this crack will be able to see the Atlantic rollers down below you. Some, with good sight, will be able to see a small rubber dinghy on those rollers.""
(aircraft joke)";"dinghy"
"There appeared to be no one about so he undressed quickly and slipped into the water.";"to slip in/into"
"Local manufacturers of soft drinks with a high local fruit content, which had hitherto enjoyed tax benefits over colas, complained bitterly that the minister had buckled under the pressure of multinational soft-drink companies.";"to buckle"
"Mr Domingo Cavallo, Argentina�s finance minister, yesterday found himself again at loggerheads with Congress, which is this time angered over a series of tax changes recently decreed by the minister.";"to anger"
"Mr Domingo Cavallo, Argentina�s finance minister, yesterday found himself again at loggerheads with Congress, which is this time angered over a series of tax changes recently decreed by the minister.";"to be at loggerheads (with)"
"Congressmen, who have often balked at Mr Cavallo�s brusque style, have reacted not only against the tax modifications themselves, but also at the minister�s use of a decree to sweep changes past them without consultation.";"to balk at"
"But the Bundesbank kept the securites repurchase (repo) rate at 3.30 per cent, so it still has scope to nudge money market rates down further. ""This keeps interest rate expectations on a low flame"" said Mr Rieke, economist at BHF-Bank.
- to nudge sb�s me";"to nudge"
